[002:OBNA#0016]	墓園@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[007:LSCR#0204]	這鎮子真兇悍。\255\003早知道就該換旅行支票的。
[007:LSCR#0204]	蓋布拉許
[007:LSCR#0205]	這算是一大筆錢了,但跟我找到大驚奇之後的財富比起來根本不算什麼。
[007:LSCR#0205]	我想我目前的財力算是準備充分了。
[007:LSCR#0205]	這些錢應該夠我撐完整趟旅程了。
[007:LSCR#0205]	這筆錢應該夠租一艘船了。
[007:LSCR#0205]	看看這些錢!
[007:LSCR#0205]	我這些錢夠買一艘自己的船了——還是五種不同幣別的。
[007:LSCR#0205]	這趟尋寶之旅,我要坐頭等艙。
[007:LSCR#0205]	存到這些錢還真是花了不少時間。
[007:LSCR#0205]	我再也不用去馬戲團打工了。
[007:LSCR#0205]	當然,等我找到大驚奇之後,這只是九牛一毛而已。
[007:LSCR#0205]	嗯^ 也許我該弄條錢腰帶。
[007:LSCR#0205]	真好奇我第一件要買什麼^
[007:LSCR#0205]	天啊,這些錢還真重。
[007:LSCR#0205]	我可以盯著這些錢看一整天。
[007:LSCR#0205]	錢錢錢。
[007:LSCR#0205]	我搞不懂自己怎麼會有股衝動,想把錢揮霍在傷風敗俗又危險的惡習上。
[007:LSCR#0205]	真希望當年那些不肯跟我約會的女生都能看到這一幕!
[008:OBNA#0070]	匆忙寫下的字條@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:VERB#0066]	這度數好像不是我的。
[008:VERB#0066]	一切都模糊成一片。
[008:OBNA#0066]	單片眼鏡@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:VERB#0065]	這是怎樣?矮子摔角嗎?
[008:VERB#0065]	可憐的傢伙。
[008:OBNA#0065]	製圖師@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:VERB#0061]	我搆不到。
[008:OBNA#0061]	地圖@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:VERB#0062]	我搆不到。
[008:OBNA#0062]	地圖@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:VERB#0063]	我搆不到。
[008:OBNA#0063]	地圖@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:VERB#0067]	這是一疊空白紙。
[008:VERB#0067]	我這已經夠多了。
[008:OBNA#0067]	一疊紙@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:VERB#0068]	是空白的。
[008:OBNA#0068]	紙@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:VERB#0060]	讓我想起我以前有的一個娃娃屋。\255\003我是說,我『妹妹』以前有的。
[008:VERB#0060]	太小了。
[008:OBNA#0060]	床@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:OBNA#0064]	門口@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:ENCD#0008]	華利@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0200]	這副單片眼鏡不錯。
[008:LSCR#0200]	謝了,沒了它我什麼都看不見。
[008:LSCR#0201]	你有幫我拿愛情藥水嗎?
[008:LSCR#0201]	噢對了——愛情藥水。
[008:LSCR#0201]	我本來是要去拿那個的。
[008:LSCR#0201]	你好。
[008:LSCR#0202]	嗨,華利。
[008:LSCR#0202]	不好意思^
[008:LSCR#0202]	噢對了,你好。\255\003需要我幫忙嗎?
[008:LSCR#0202]	是誰?\255\003沒戴單片眼鏡我什麼都看不見。
[008:LSCR#0202]	噢,布拉許先生你好。
[008:LSCR#0202]	什麼事?
[008:LSCR#0202]	\007我有提過我是蓋布拉許,專門抓鬼的型男嗎?\255\009\027\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007我叫蓋布拉許,你是誰?@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007嗨,我是蓋布拉許·斯瑞普伍德,專門抓鬼的型男。\255\009\027\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007嗨,我是蓋布拉許,你是誰?@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007不好意思,你知道大驚奇的事嗎?@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007你這地方挺不錯的,那,再見了。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	嗯哼。
[008:LSCR#0202]	我也聽說了。
[008:LSCR#0202]	華利@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	華利。\255\003華利·B·費德。
[008:LSCR#0202]	為您效勞。
[008:LSCR#0202]	糟了,是誰派你來的?\255\003先警告你,我可是全副武裝。
[008:LSCR#0202]	\007沒人派我來,我是自由接案的。\255\009\006\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007我是國稅局派來的,把你的檔案給我看看。\255\009\007\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007別開槍!我只是問問而已。\255\009\006\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007喲,還真是緊張兮兮的嘛。\255\009\024\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	什麼局?
[008:LSCR#0202]	你最好別打我檔案的主意。\255\003我對大驚奇的所有研究都在裡面。
[008:LSCR#0202]	這問題可問得挺危險的。
[008:LSCR#0202]	我研究大驚奇已經好幾年了。\255\003有很多人都想搶我的檔案。
[008:LSCR#0202]	換作是你也會這樣的。
[008:LSCR#0202]	\007你也在找大驚奇嗎?\255\009\023\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007我可以看看你的檔案嗎？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007你覺得它埋在哪？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007我自己也在找大驚奇。要幫忙嗎？\255\009\027\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	這個嘛^
[008:LSCR#0202]	我其實也沒查到什麼確切的情報^
[008:LSCR#0202]	那你又知道些什麼？
[008:LSCR#0202]	其實裡面什麼都沒有。
[008:LSCR#0202]	我不確定自己能幫上什麼忙。
[008:LSCR#0202]	\007我只知道自己在找它，僅此而已。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007我知道它裡面藏著難以想像的財富。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007我知道它的位置是個謎。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007呃^ 我其實完全不了解它。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	你是說，你從沒聽過埋下它的那四個人？
[008:LSCR#0202]	\007沒有。說來聽聽。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007沒有，不過我一點也不在乎。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007喔，他們？知道啊，我當然知道。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	這個嘛，大家唯一確定的是曾經有一場船難。\255\003商船依蓮號在一場猛烈風暴中沉沒。
[008:LSCR#0202]	依蓮？
[008:LSCR#0202]	只有四名船員生還。
[008:LSCR#0202]	他們被沖上一座偏遠的荒島。
[008:LSCR#0202]	有人說那座島叫「墨墨島」，\255\003不過我不相信。
[008:LSCR#0202]	\007你為什麼不相信？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007繼續說。把故事說完。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007但大驚奇到底是什麼？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	因為根本沒有那座島。
[008:LSCR#0202]	總之，據說他們就是在那裡找到大驚奇的。
[008:LSCR#0202]	但大驚奇到底是什麼？
[008:LSCR#0202]	不管那是什麼，它不是太美妙^\255\003^就是太可怕^\255\003^讓他們再也不想讓別人找到它。
[008:LSCR#0202]	於是他們把畫好的島嶼地圖^\255\003^撕成四份，各自分了一份。
[008:LSCR#0202]	然後四人就各奔東西了。
[008:LSCR#0202]	\007哇，真是個了不起的故事。\255\009\024\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007他們現在在哪？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007你該不會真的相信這個故事吧？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007我超愛這個故事。好了，再見！@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	當然，這也可能只是個古老傳說。
[008:LSCR#0202]	但只要能看到那座島的地圖^\255\003^我敢說我能認出地形，自己把它找出來。
[008:LSCR#0202]	這個嘛，我連他們的名字都不知道。
[008:LSCR#0202]	這倒提醒了我^\255\003我得找個時間去費特市圖書館查查看^
[008:LSCR#0202]	^我是很想去費特市圖書館查資料^\255\003^要不是拉戈那個蠢禁令擋著！
[008:LSCR#0202]	唔，這樣啊。\255\003看來你不需要我了。
[008:LSCR#0202]	\007嘿！我辦到了！拉戈·拉格蘭德已經離開痂島了！\255\009\027\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007我還有幾個關於痂島的問題。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007我有幾個關於痂島的問題。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007你知道大驚奇的事嗎？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007你能跟我說說那些埋下大驚奇的人嗎？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007你知道嗎，我可以坐一整天光聊地圖。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007你在這裡到底是做什麼的？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007你知道拉戈這傢伙的事嗎？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007生意怎麼樣？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007經度是橫的那條，還是那個叫緯度？\255\009\025\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007謝了，我該走了。\255\009\026\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	你介不介意我隨便看看？\255\009\026\000
[008:LSCR#0202]	不、不會，請自便。
[008:LSCR#0202]	如果你看到我的單片眼鏡，跟我說一聲。
[008:LSCR#0202]	太好了。\255\003看來我可以不用再拿磚頭砸他家窗戶了。
[008:LSCR#0202]	嘿！我也是。
[008:LSCR#0202]	誰不會呢？
[008:LSCR#0202]	還有什麼好聊的？
[008:LSCR#0202]	嗯，這可是我的本行。
[008:LSCR#0202]	看來我們幾乎已經聊完了。
[008:LSCR#0202]	沒錯。
[008:LSCR#0202]	我老是搞不清楚哪個是哪個。
[008:LSCR#0202]	你們這些外行人想懂地理，真是可愛。\255\003我是可以解釋給你聽，不過大概會聽不懂。
[008:LSCR#0202]	我是製圖師。
[008:LSCR#0202]	你做開心手術？\255\009\007\000\255\003就在這裡？
[008:LSCR#0202]	呃^ 不是。\255\003我是畫地圖的那種製圖師。
[008:LSCR#0202]	喔。
[008:LSCR#0202]	\007你都畫哪些種類的地圖？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007你就只做這個？畫地圖？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007哈！只有娘娘腔才用地圖。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007地圖啊。嗯，挺有意思的。好了，再見。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	^不過可惜我沒有一整天的時間。
[008:LSCR#0202]	這個嘛，我也做一些修復的工作。
[008:LSCR#0202]	我把它們拼起來，重新謄一份^\255\003^在角落畫些小丘比特^\255\003^你知道的，那種故弄風雅的東西。
[008:LSCR#0202]	海盜需要的種類我這裡都有！\255\003我這雙眼睛看遍了全世界，沒有一個角落沒被我畫下來過。
[008:LSCR#0202]	地圖非常、非常重要。
[008:LSCR#0202]	\007對我來說不重要，我不旅行。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007其實我比較喜歡直接停下來問路。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007你知道拉戈這傢伙的事嗎？\255\009\024\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007生意怎麼樣？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007我相信一定是。好了，再見。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	你已經跟我說過了。
[008:LSCR#0202]	那樣更好！\255\003有好地圖在手，你不用離開客廳就能看遍全世界。
[008:LSCR#0202]	麥哲倫當年也是這麼想的。
[008:LSCR#0202]	哈哈哈！
[008:LSCR#0202]	抱歉，製圖師的冷笑話。
[008:LSCR#0202]	怎麼，考慮搬來這裡住？
[008:LSCR#0202]	可惡。
[008:LSCR#0202]	\007其實我是想盡快離開這裡。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007我要怎麼樣才能盡快離開這座島？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007你知道拉戈這傢伙的事嗎？\255\009\023\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007生意怎麼樣？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007總督官邸在哪裡？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007我在找個地方吃住。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007其實我還是別問太多問題比較好。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	\007謝了，我要知道的就這些。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[008:LSCR#0202]	謝謝你的內幕消息。
[008:LSCR#0202]	隨時歡迎。
[008:LSCR#0202]	也許你該去找崔德船長談談。
[008:LSCR#0202]	祝你好運！\255\003拉戈對痂島下了航運禁令，要去哪裡都難。
[008:LSCR#0202]	老實跟你說，這對我的生意一點幫助也沒有。
[008:LSCR#0202]	糟透了！
[008:LSCR#0202]	拜拉戈所賜，反正誰也去不了哪裡，沒人需要地圖。
[008:LSCR#0202]	痂島上根本沒有總督！\255\003這裡是海盜、殺手和各路罪犯組成的無政府自治體。
[008:LSCR#0202]	是像我這種粗人和叛逆者的天堂。
[008:LSCR#0202]	這座島上唯一的權威，就是那個惡霸拉戈。
[008:LSCR#0202]	這個嘛，我聽說血唇酒館來了個新廚師。
[008:LSCR#0202]	沼腐旅店也有各種海上的享受。
[008:LSCR#0202]	不過我想拉戈把整間都包下來了。
[008:LSCR#0202]	好吧。不過想到問題別客氣，儘管問。
[008:LSCR#0202]	他不過是本地的小混混——見人就敲一筆。\255\003因為拉戈會敲得你脫皮，沒人能自由進出痂島。
[008:LSCR#0202]	是啊，可不是嗎。
[008:LSCR#0202]	好嘞，沒問題。
[008:LSCR#0203]	嘿！我的單片眼鏡呢！\255\003沒了它我什麼都看不見！
[008:LSCR#0203]	該死！我的單片眼鏡又搞丟了！
[008:LSCR#0204]	那是什麼？我什麼都看不見！
[008:LSCR#0204]	我只想要我的單片眼鏡。
[008:LSCR#0204]	我還是留著它好了。
[008:LSCR#0204]	喔，在這裡呢，謝了。
[008:LSCR#0204]	啊，這樣就行了，謝了。
[008:LSCR#0204]	不用了，謝謝。我已經有個很棒的單片眼鏡了。
[008:LSCR#0204]	不用了，謝謝。
[008:LSCR#0205]	不用了，謝謝。
[008:LSCR#0205]	我要的紙都有了。
[008:LSCR#0205]	這張地圖挺不錯的吧？\255\009\007\000
[008:LSCR#0205]	那當然。\255\003是我畫的。
[008:LSCR#0205]	這是什麼？地圖嗎？
[008:LSCR#0205]	嗯^
[008:LSCR#0205]	看起來只是地圖的一部分。
[008:LSCR#0205]	我看不出個所以然來。
[008:LSCR#0205]	這張不完整。
[008:LSCR#0205]	你還有更多這種東西嗎？
[008:LSCR#0205]	我這裡還有一片！
[008:LSCR#0205]	嗯^\255\003還是不夠。
[008:LSCR#0205]	我這裡還有好幾片！
[008:LSCR#0205]	嗯^\255\003差不多了，但還缺一個關鍵部分。
[008:LSCR#0205]	剩下的都在這裡了。
[008:LSCR#0205]	等你湊齊整張地圖再來吧。\255\003到時候我或許能幫上忙。
[008:LSCR#0205]	嗯^\255\003真有意思^
[008:LSCR#0205]	你能幫我把這些拼成一張完整的地圖嗎？
[008:LSCR#0205]	只要你幫我跑個腿，我就幫你拼。\255\003去魔幽萬國會館，問問那位算命師我的愛情藥水好了沒。
[008:LSCR#0205]	好的。
[008:LSCR#0205]	等你回來我應該就弄好了。
[008:LSCR#0209]	好一張地圖。
[008:LSCR#0209]	沒錯。
[008:LSCR#0209]	嗯哼。
[008:LSCR#0209]	謝謝。
[008:LSCR#0209]	我也很喜歡。
[008:LSCR#0209]	我自己畫的。
[008:LSCR#0209]	不過不賣。
[008:LSCR#0210]	他跑哪去了？
[008:LSCR#0210]	有人在這裡匆匆刻下一則留言^
[008:LSCR#0210]	上面只寫著「里察克」。
[008:LSCR#0210]	糟了！\255\003里察克把那位製圖師給綁走了！
[008:LSCR#0210]	那可憐的小傢伙^\255\003嘿！他拿了我的地圖！
[008:LSCR#0210]	上面只寫著「里察克」。
[008:LSCR#0211]	看什麼都是一片模糊。
[008:LSCR#0211]	是啊，我也是。
[008:LSCR#0212]	糟了。
[008:LSCR#0212]	那東西跑哪去了？
[008:LSCR#0212]	我發誓我明明放在這裡的。
[008:LSCR#0212]	希望我沒把它弄丟。
[008:LSCR#0212]	我這輩子都買不起新的了。
[008:LSCR#0212]	這叫我要怎麼工作？
[008:LSCR#0212]	可惡。
[008:LSCR#0212]	我怎麼這麼笨。
[008:LSCR#0212]	我就不能做對一件事嗎？
[008:LSCR#0212]	唉，可惡。
[008:LSCR#0212]	我媽要是還活著，一定會幫我找^\255\003^可惜她不在了。
[008:LSCR#0212]	真是夠了。
[008:LSCR#0212]	希望它沒滾到地上去^\255\003大家都別動！
[008:LSCR#0212]	真不敢相信居然有人偷了它^
[008:LSCR#0212]	我是想去找人幫忙，但這副德性我不敢到處走。
[008:LSCR#0212]	我要永遠困在這裡了！
[008:LSCR#0212]	我要在這裡活活餓死了！
[008:LSCR#0212]	我會又餓又瞎又孤單地死去。
[008:LSCR#0212]	為什麼是我？
[008:LSCR#0212]	我從沒傷害過任何人。
[008:LSCR#0212]	可惡！
[008:LSCR#0212]	這太糟了。
[008:LSCR#0212]	要是再不快點找到，我眼睛那條夾單片眼鏡的肌肉都要退化了。
[008:LSCR#0212]	單片眼鏡快出來。快出來，乖。
[008:LSCR#0212]	討厭。
[009:VERB#0087]	這是個節拍器。
[009:VERB#0087]	這是個裝了香蕉的節拍器。
[009:VERB#0087]	我不想惹那隻猴子生氣。
[009:VERB#0087]	不用了，謝謝。\255\003鋼琴課帶給我太多不好的回憶。
[009:OBNA#0087]	節拍器@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[009:VERB#0089]	他好可愛。
[009:VERB#0089]	我不想傷害牠。
[009:VERB#0089]	我覺得牠現在用不上那個。
[009:VERB#0089]	喬喬已經有工作了。
[009:VERB#0089]	喬喬太專注於音樂，沒注意到。
[009:VERB#0089]	我覺得那樣行不通。
[009:VERB#0089]	我不想對一隻無辜的猴子做那種事。
[009:VERB#0089]	我不想打擾牠。
[009:VERB#0089]	我不想傷害牠。
[009:OBNA#0089]	喬喬@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[009:VERB#0088]	上面寫著：「喬喬。\255\003每晚登場。\255\003不收入場費。」
[009:VERB#0088]	還是留在原地吧，別壞了生意。
[009:OBNA#0088]	廣告@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[009:VERB#0086]	我早該聽我媽的話——早該勤練琴的。
[009:OBNA#0086]	鋼琴@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[009:VERB#0073]	他到底是用什麼在擦那些杯子？！
[009:OBNA#0073]	酒保@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[009:OBNA#0071]	烈酒@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[009:VERB#0074]	沒錯，是拉戈的。
[009:VERB#0074]	我不想在這裡跳骨頭舞。
[009:VERB#0074]	它是空白的，還有點濕濕黏黏的。
